,Fall,Major Name,College,Total,Male,Female,Illinois,Non-Illinois
5660,2009,Systems & Entrepreneurial Engr,Engineering,19,7,4,8,3
5858,2010,Systems & Entrepreneurial Engr,Engineering,18,7,4,8,14
6065,2011,Systems & Entrepreneurial Engr,Engineering,13,3,3,5,9
6274,2012,Systems & Entrepreneurial Engr,Engineering,12,4,4,6,6
6481,2013,Systems & Entrepreneurial Engr,Engineering,14,6,5,7,8
6687,2014,Systems & Entrepreneurial Engr,Engineering,16,8,3,6,3
6896,2015,Systems & Entrepreneurial Engr,Engineering,20,4,4,4,5
7102,2016,Systems & Entrepreneurial Engr,Engineering,15,3,2,3,4
7314,2017,Systems & Entrepreneurial Engr,Engineering,17,5,2,3,5
7524,2018,Systems & Entrepreneurial Engr,Engineering,18,4,0,2,2
7103,2016,Systems Engineering and Design,Engineering,4,4,0,3,1
7315,2017,Systems Engineering and Design,Engineering,228,176,52,167,61
7525,2018,Systems Engineering and Design,Engineering,249,180,68,183,66
339,1981,TCH CS,Engineering,3,0,3,3,0
526,1982,TCH CS,Engineering,9,5,4,7,2
721,1983,TCH CS,Engineering,4,2,2,2,2
916,1984,TCH CS,Engineering,3,2,1,2,1
1114,1985,TCH CS,Engineering,1,0,1,1,0
1307,1986,TCH CS,Engineering,2,1,1,0,2
1503,1987,TCH CS,Engineering,1,0,1,0,1
2276,1991,TCH CS,Engineering,1,0,1,1,0
2466,1992,TCH CS,Engineering,2,1,1,2,0
2653,1993,TCH CS,Engineering,2,2,0,1,1
2843,1994,TCH CS,Engineering,2,2,0,2,0
3036,1995,TCH CS,Engineering,2,1,1,2,0
3227,1996,TCH CS,Engineering,1,0,1,1,0
5867,2010,Teaching of Physics,Engineering,1,1,0,1,0
6073,2011,Teaching of Physics,Engineering,3,2,1,3,0
6281,2012,Teaching of Physics,Engineering,1,0,1,1,0
6488,2013,Teaching of Physics,Engineering,2,1,1,2,0
6695,2014,Teaching of Physics,Engineering,2,1,1,2,0
173,1980,Theoretical & Applied Mechans,Engineering,50,46,4,16,34
360,1981,Theoretical & Applied Mechans,Engineering,50,45,5,19,31
548,1982,Theoretical & Applied Mechans,Engineering,52,48,4,19,33
744,1983,Theoretical & Applied Mechans,Engineering,46,42,4,16,30
939,1984,Theoretical & Applied Mechans,Engineering,50,48,2,20,30
1136,1985,Theoretical & Applied Mechans,Engineering,50,46,4,22,28
1330,1986,Theoretical & Applied Mechans,Engineering,45,41,4,19,26
1524,1987,Theoretical & Applied Mechans,Engineering,58,53,5,25,33
1717,1988,Theoretical & Applied Mechans,Engineering,57,52,5,19,38
1913,1989,Theoretical & Applied Mechans,Engineering,63,58,5,18,45
2107,1990,Theoretical & Applied Mechans,Engineering,57,54,3,11,46
2299,1991,Theoretical & Applied Mechans,Engineering,52,50,2,12,40
2488,1992,Theoretical & Applied Mechans,Engineering,55,51,4,13,42
2677,1993,Theoretical & Applied Mechans,Engineering,52,49,3,9,43
2873,1994,Theoretical & Applied Mechans,Engineering,42,38,4,8,34
3065,1995,Theoretical & Applied Mechans,Engineering,37,33,4,6,31
3257,1996,Theoretical & Applied Mechans,Engineering,41,35,6,4,37
3461,1997,Theoretical & Applied Mechans,Engineering,44,38,6,7,37
3664,1998,Theoretical & Applied Mechans,Engineering,56,47,9,9,47
3860,1999,Theoretical & Applied Mechans,Engineering,61,53,8,7,54
4046,2000,Theoretical & Applied Mechans,Engineering,58,52,6,6,52
4229,2001,Theoretical & Applied Mechans,Engineering,50,46,4,6,44
4412,2002,Theoretical & Applied Mechans,Engineering,60,54,6,10,50
4592,2003,Theoretical & Applied Mechans,Engineering,66,59,7,11,55
4767,2004,Theoretical & Applied Mechans,Engineering,65,59,6,6,59
4938,2005,Theoretical & Applied Mechans,Engineering,58,7,7,7,6
5114,2006,Theoretical & Applied Mechans,Engineering,52,6,8,6,5
5291,2007,Theoretical & Applied Mechans,Engineering,42,9,8,7,6
5475,2008,Theoretical & Applied Mechans,Engineering,37,9,6,7,6
5672,2009,Theoretical & Applied Mechans,Engineering,32,26,6,6,7
5871,2010,Theoretical & Applied Mechans,Engineering,32,27,5,7,9
6077,2011,Theoretical & Applied Mechans,Engineering,29,23,6,7,22
6285,2012,Theoretical & Applied Mechans,Engineering,35,28,7,5,30
6492,2013,Theoretical & Applied Mechans,Engineering,37,31,6,6,31
6699,2014,Theoretical & Applied Mechans,Engineering,36,28,8,5,31
6907,2015,Theoretical & Applied Mechans,Engineering,37,8,6,7,7
7112,2016,Theoretical & Applied Mechans,Engineering,41,8,6,6,6
7325,2017,Theoretical & Applied Mechans,Engineering,31,7,4,5,6
7535,2018,Theoretical & Applied Mechans,Engineering,27,4,5,3,5
14,1980,Architectural Studies,Fine and Applied Arts,627,474,153,576,51
199,1981,Architectural Studies,Fine and Applied Arts,597,434,163,543,54
385,1982,Architectural Studies,Fine and Applied Arts,583,412,171,535,48
574,1983,Architectural Studies,Fine and Applied Arts,558,395,163,516,42
769,1984,Architectural Studies,Fine and Applied Arts,581,415,166,535,46
966,1985,Architectural Studies,Fine and Applied Arts,604,435,169,559,45
1163,1986,Architectural Studies,Fine and Applied Arts,598,423,175,552,46
1357,1987,Architectural Studies,Fine and Applied Arts,617,447,170,559,58
1549,1988,Architectural Studies,Fine and Applied Arts,587,415,172,526,61
1743,1989,Architectural Studies,Fine and Applied Arts,585,406,179,524,61
1938,1990,Architectural Studies,Fine and Applied Arts,585,403,182,511,74
2133,1991,Architectural Studies,Fine and Applied Arts,564,380,184,494,70
2325,1992,Architectural Studies,Fine and Applied Arts,505,335,170,439,66
2514,1993,Architectural Studies,Fine and Applied Arts,488,326,162,418,70
2702,1994,Architectural Studies,Fine and Applied Arts,492,326,166,433,59
2897,1995,Architectural Studies,Fine and Applied Arts,509,324,185,448,61
3090,1996,Architectural Studies,Fine and Applied Arts,524,345,179,461,63
3284,1997,Architectural Studies,Fine and Applied Arts,515,319,196,460,55
3488,1998,Architectural Studies,Fine and Applied Arts,532,324,208,469,63
3689,1999,Architectural Studies,Fine and Applied Arts,535,328,207,478,57
3884,2000,Architectural Studies,Fine and Applied Arts,512,300,212,456,56
4071,2001,Architectural Studies,Fine and Applied Arts,512,298,214,465,47
4253,2002,Architectural Studies,Fine and Applied Arts,513,305,208,467,46
4435,2003,Architectural Studies,Fine and Applied Arts,529,300,229,464,65
4618,2004,Architectural Studies,Fine and Applied Arts,547,308,238,482,65
4790,2005,Architectural Studies,Fine and Applied Arts,534,308,226,463,71
4961,2006,Architectural Studies,Fine and Applied Arts,525,310,215,470,55
5136,2007,Architectural Studies,Fine and Applied Arts,547,300,247,490,57
5316,2008,Architectural Studies,Fine and Applied Arts,578,322,256,502,76
5500,2009,Architectural Studies,Fine and Applied Arts,552,317,235,478,74
5696,2010,Architectural Studies,Fine and Applied Arts,503,290,213,410,93
5898,2011,Architectural Studies,Fine and Applied Arts,505,286,219,388,117
6106,2012,Architectural Studies,Fine and Applied Arts,478,272,206,356,2
6313,2013,Architectural Studies,Fine and Applied Arts,443,246,197,309,134
6520,2014,Architectural Studies,Fine and Applied Arts,431,3,2,293,4
6727,2015,Architectural Studies,Fine and Applied Arts,398,218,2,278,3
6933,2016,Architectural Studies,Fine and Applied Arts,416,241,175,292,124
7139,2017,Architectural Studies,Fine and Applied Arts,430,248,182,324,106
7352,2018,Architectural Studies,Fine and Applied Arts,410,3,3,5,82
15,1980,Architecture,Fine and Applied Arts,155,4,5,4,37
200,1981,Architecture,Fine and Applied Arts,177,4,7,4,44
386,1982,Architecture,Fine and Applied Arts,210,4,5,4,48
575,1983,Architecture,Fine and Applied Arts,202,9,34,2,37
770,1984,Architecture,Fine and Applied Arts,201,9,39,2,8
967,1985,Architecture,Fine and Applied Arts,197,160,4,4,34
1164,1986,Architecture,Fine and Applied Arts,181,17,8,4,44
1358,1987,Architecture,Fine and Applied Arts,206,2,48,148,58
1550,1988,Architecture,Fine and Applied Arts,215,2,6,158,57
1744,1989,Architecture,Fine and Applied Arts,185,9,7,7,8
1939,1990,Architecture,Fine and Applied Arts,156,5,46,24,6
2134,1991,Architecture,Fine and Applied Arts,174,31,48,31,43
2326,1992,Architecture,Fine and Applied Arts,139,4,38,40,5
2515,1993,Architecture,Fine and Applied Arts,129,96,33,98,6
2703,1994,Architecture,Fine and Applied Arts,118,81,37,90,4
2898,1995,Architecture,Fine and Applied Arts,129,86,43,92,6
3091,1996,Architecture,Fine and Applied Arts,138,84,54,97,7
3285,1997,Architecture,Fine and Applied Arts,123,80,43,94,8
3489,1998,Architecture,Fine and Applied Arts,103,71,32,78,6
3690,1999,Architecture,Fine and Applied Arts,104,67,37,72,32
3885,2000,Architecture,Fine and Applied Arts,108,72,36,71,4
4072,2001,Architecture,Fine and Applied Arts,117,75,42,74,5
4254,2002,Architecture,Fine and Applied Arts,161,9,57,97,9
4436,2003,Architecture,Fine and Applied Arts,169,4,6,25,9
4619,2004,Architecture,Fine and Applied Arts,147,99,48,98,49
4791,2005,Architecture,Fine and Applied Arts,148,86,62,3,6
4962,2006,Architecture,Fine and Applied Arts,161,94,67,31,51
5137,2007,Architecture,Fine and Applied Arts,149,95,8,92,9
5317,2008,Architecture,Fine and Applied Arts,151,97,8,96,7
5501,2009,Architecture,Fine and Applied Arts,158,95,8,2,53
5697,2010,Architecture,Fine and Applied Arts,143,81,8,2,37
5899,2011,Architecture,Fine and Applied Arts,171,6,8,16,62
6107,2012,Architecture,Fine and Applied Arts,146,89,7,88,58
6314,2013,Architecture,Fine and Applied Arts,130,84,7,86,44
6521,2014,Architecture,Fine and Applied Arts,115,8,5,76,39
6728,2015,Architecture,Fine and Applied Arts,126,74,52,73,9
6934,2016,Architecture,Fine and Applied Arts,122,9,62,6,9
7140,2017,Architecture,Fine and Applied Arts,144,9,77,64,9
7353,2018,Architecture,Fine and Applied Arts,162,78,83,71,91
16,1980,Art Education,Fine and Applied Arts,42,9,38,41,7
201,1981,Art Education,Fine and Applied Arts,39,4,36,39,6
387,1982,Art Education,Fine and Applied Arts,37,7,31,37,10
576,1983,Art Education,Fine and Applied Arts,44,5,32,30,20
771,1984,Art Education,Fine and Applied Arts,44,4,29,28,16
968,1985,Art Education,Fine and Applied Arts,39,3,26,26,13
1165,1986,Art Education,Fine and Applied Arts,37,9,28,36,14
1359,1987,Art Education,Fine and Applied Arts,39,4,30,34,20
1551,1988,Art Education,Fine and Applied Arts,38,9,30,38,16
1745,1989,Art Education,Fine and Applied Arts,42,6,31,42,14
1940,1990,Art Education,Fine and Applied Arts,36,9,27,32,15
2135,1991,Art Education,Fine and Applied Arts,45,12,33,44,19
2327,1992,Art Education,Fine and Applied Arts,42,6,36,41,19
2516,1993,Art Education,Fine and Applied Arts,61,18,48,60,24
2704,1994,Art Education,Fine and Applied Arts,55,14,44,54,21
2899,1995,Art Education,Fine and Applied Arts,83,15,68,81,2
3092,1996,Art Education,Fine and Applied Arts,82,20,62,79,3
3286,1997,Art Education,Fine and Applied Arts,70,8,55,66,4
3490,1998,Art Education,Fine and Applied Arts,65,15,50,63,2
3691,1999,Art Education,Fine and Applied Arts,87,19,68,86,18
3886,2000,Art Education,Fine and Applied Arts,76,5,58,74,2
4073,2001,Art Education,Fine and Applied Arts,73,4,61,69,4
4255,2002,Art Education,Fine and Applied Arts,66,8,58,60,6
4437,2003,Art Education,Fine and Applied Arts,72,4,60,66,9
4620,2004,Art Education,Fine and Applied Arts,74,8,7,72,8
4792,2005,Art Education,Fine and Applied Arts,78,5,68,78,8
4963,2006,Art Education,Fine and Applied Arts,79,5,68,79,4
5138,2007,Art Education,Fine and Applied Arts,77,3,67,77,10
5318,2008,Art Education,Fine and Applied Arts,74,4,9,73,2
5502,2009,Art Education,Fine and Applied Arts,65,3,7,64,5
5698,2010,Art Education,Fine and Applied Arts,65,5,8,8,7
5900,2011,Art Education,Fine and Applied Arts,59,6,7,58,8
6108,2012,Art Education,Fine and Applied Arts,44,9,8,7,7
6315,2013,Art Education,Fine and Applied Arts,44,8,7,5,8
6522,2014,Art Education,Fine and Applied Arts,30,7,7,4,10
6729,2015,Art Education,Fine and Applied Arts,25,4,7,4,7
6935,2016,Art Education,Fine and Applied Arts,31,3,4,31,3
7141,2017,Art Education,Fine and Applied Arts,32,1,5,30,4
7354,2018,Art Education,Fine and Applied Arts,36,2,8,4,4
4964,2006,Art Foundation,Fine and Applied Arts,130,50,80,115,15
5139,2007,Art Foundation,Fine and Applied Arts,139,47,92,120,19
5319,2008,Art Foundation,Fine and Applied Arts,146,41,105,121,25
5503,2009,Art Foundation,Fine and Applied Arts,140,47,93,126,14
5699,2010,Art Foundation,Fine and Applied Arts,150,58,92,131,19
5901,2011,Art Foundation,Fine and Applied Arts,108,34,74,93,15
6109,2012,Art Foundation,Fine and Applied Arts,123,32,91,90,33
6316,2013,Art Foundation,Fine and Applied Arts,121,42,79,89,32
6523,2014,Art Foundation,Fine and Applied Arts,118,36,82,87,31
6730,2015,Art Foundation,Fine and Applied Arts,115,43,72,80,35
6936,2016,Art Foundation,Fine and Applied Arts,29,7,22,22,7
7142,2017,Art Foundation,Fine and Applied Arts,20,6,14,15,5
7355,2018,Art Foundation,Fine and Applied Arts,15,3,12,11,4
17,1980,Art History,Fine and Applied Arts,37,3,26,22,15
202,1981,Art History,Fine and Applied Arts,40,11,29,38,2
388,1982,Art History,Fine and Applied Arts,32,8,24,30,2
577,1983,Art History,Fine and Applied Arts,49,11,38,48,15
772,1984,Art History,Fine and Applied Arts,35,8,27,33,2
969,1985,Art History,Fine and Applied Arts,44,9,32,41,3
1166,1986,Art History,Fine and Applied Arts,42,9,32,40,2
1360,1987,Art History,Fine and Applied Arts,40,8,30,37,21
1552,1988,Art History,Fine and Applied Arts,41,7,28,30,21
1746,1989,Art History,Fine and Applied Arts,39,7,32,30,4
1941,1990,Art History,Fine and Applied Arts,46,8,41,32,3
2136,1991,Art History,Fine and Applied Arts,58,9,48,55,3
2328,1992,Art History,Fine and Applied Arts,55,9,47,51,4
2517,1993,Art History,Fine and Applied Arts,65,9,56,62,3
2705,1994,Art History,Fine and Applied Arts,66,5,50,63,3
2900,1995,Art History,Fine and Applied Arts,51,9,37,50,22
3093,1996,Art History,Fine and Applied Arts,45,4,33,42,3
3287,1997,Art History,Fine and Applied Arts,37,3,26,35,2
3491,1998,Art History,Fine and Applied Arts,27,6,24,25,17
3692,1999,Art History,Fine and Applied Arts,35,8,28,26,19
3887,2000,Art History,Fine and Applied Arts,38,9,29,33,5
4074,2001,Art History,Fine and Applied Arts,28,7,24,25,3
4256,2002,Art History,Fine and Applied Arts,25,5,22,23,15
4438,2003,Art History,Fine and Applied Arts,30,4,26,24,2
4621,2004,Art History,Fine and Applied Arts,14,2,9,6,8
4793,2005,Art History,Fine and Applied Arts,16,2,15,7,8
4965,2006,Art History,Fine and Applied Arts,18,3,15,7,11
5140,2007,Art History,Fine and Applied Arts,23,4,19,8,15
5320,2008,Art History,Fine and Applied Arts,19,4,16,7,13
5504,2009,Art History,Fine and Applied Arts,19,6,13,5,7
5700,2010,Art History,Fine and Applied Arts,19,4,8,3,6
5902,2011,Art History,Fine and Applied Arts,19,4,7,3,5
6110,2012,Art History,Fine and Applied Arts,17,3,7,2,5
6317,2013,Art History,Fine and Applied Arts,22,2,5,3,3
6524,2014,Art History,Fine and Applied Arts,17,0,2,2,15
6731,2015,Art History,Fine and Applied Arts,18,1,3,3,2
6937,2016,Art History,Fine and Applied Arts,14,1,5,4,5
7143,2017,Art History,Fine and Applied Arts,16,2,3,6,3
7356,2018,Art History,Fine and Applied Arts,13,1,12,2,11
18,1980,Art and Design,Fine and Applied Arts,174,8,9,87,5
203,1981,Art and Design,Fine and Applied Arts,228,84,9,95,32
389,1982,Art and Design,Fine and Applied Arts,188,8,6,89,8
578,1983,Art and Design,Fine and Applied Arts,190,81,6,94,5
773,1984,Art and Design,Fine and Applied Arts,213,93,63,28,4
970,1985,Art and Design,Fine and Applied Arts,202,9,67,22,42
1167,1986,Art and Design,Fine and Applied Arts,176,69,60,93,8
1361,1987,Art and Design,Fine and Applied Arts,194,93,9,91,8
1553,1988,Art and Design,Fine and Applied Arts,178,8,9,90,38
1747,1989,Art and Design,Fine and Applied Arts,185,82,7,9,40
1942,1990,Art and Design,Fine and Applied Arts,176,82,94,7,6
2137,1991,Art and Design,Fine and Applied Arts,194,83,6,65,8
2329,1992,Art and Design,Fine and Applied Arts,177,9,90,87,5
2518,1993,Art and Design,Fine and Applied Arts,204,88,7,92,6
2706,1994,Art and Design,Fine and Applied Arts,209,91,8,80,42
2901,1995,Art and Design,Fine and Applied Arts,169,8,93,76,6
3094,1996,Art and Design,Fine and Applied Arts,180,90,90,81,6
3288,1997,Art and Design,Fine and Applied Arts,171,8,92,70,4
3492,1998,Art and Design,Fine and Applied Arts,172,9,30,68,9
3693,1999,Art and Design,Fine and Applied Arts,158,9,98,64,9
3888,2000,Art and Design,Fine and Applied Arts,120,9,82,70,9
4075,2001,Art and Design,Fine and Applied Arts,132,7,90,9,9
4257,2002,Art and Design,Fine and Applied Arts,160,7,8,6,9
4439,2003,Art and Design,Fine and Applied Arts,167,6,8,5,9
4622,2004,Art and Design,Fine and Applied Arts,9,5,6,5,6
4794,2005,Art and Design,Fine and Applied Arts,11,7,6,4,7
4966,2006,Art and Design,Fine and Applied Arts,8,5,4,4,6
5141,2007,Art and Design,Fine and Applied Arts,9,5,5,3,7
5321,2008,Art and Design,Fine and Applied Arts,8,4,6,2,7
5505,2009,Art and Design,Fine and Applied Arts,11,6,6,2,7
5701,2010,Art and Design,Fine and Applied Arts,11,6,5,2,6
5903,2011,Art and Design,Fine and Applied Arts,9,6,5,4,7
6111,2012,Art and Design,Fine and Applied Arts,9,4,5,3,7
6318,2013,Art and Design,Fine and Applied Arts,10,3,7,4,7
6525,2014,Art and Design,Fine and Applied Arts,9,4,7,2,7
6732,2015,Art and Design,Fine and Applied Arts,10,3,7,3,7
6938,2016,Art and Design,Fine and Applied Arts,13,7,6,4,9
7144,2017,Art and Design,Fine and Applied Arts,15,6,9,3,5
7357,2018,Art and Design,Fine and Applied Arts,14,6,8,4,7
7391,2018,Computer Science and Music,Fine and Applied Arts,1,1,0,0,1
42,1980,Crafts,Fine and Applied Arts,20,5,15,18,2
228,1981,Crafts,Fine and Applied Arts,19,7,12,16,3
415,1982,Crafts,Fine and Applied Arts,25,5,20,22,3
607,1983,Crafts,Fine and Applied Arts,22,6,16,21,1
802,1984,Crafts,Fine and Applied Arts,16,8,8,16,0
1000,1985,Crafts,Fine and Applied Arts,15,4,11,15,0
1196,1986,Crafts,Fine and Applied Arts,18,8,10,18,0
1391,1987,Crafts,Fine and Applied Arts,19,6,13,19,0
1584,1988,Crafts,Fine and Applied Arts,23,7,16,23,0
1778,1989,Crafts,Fine and Applied Arts,22,6,16,21,1
1972,1990,Crafts,Fine and Applied Arts,23,7,16,23,0
2167,1991,Crafts,Fine and Applied Arts,16,5,11,16,0
2358,1992,Crafts,Fine and Applied Arts,26,8,18,23,3
2547,1993,Crafts,Fine and Applied Arts,31,7,24,29,2
2736,1994,Crafts,Fine and Applied Arts,37,9,28,33,4
2930,1995,Crafts,Fine and Applied Arts,41,10,31,36,5
3120,1996,Crafts,Fine and Applied Arts,39,12,27,35,4
3315,1997,Crafts,Fine and Applied Arts,39,15,24,37,2
3519,1998,Crafts,Fine and Applied Arts,36,15,21,30,6
3719,1999,Crafts,Fine and Applied Arts,33,8,25,26,7
3915,2000,Crafts,Fine and Applied Arts,35,11,24,27,8
4102,2001,Crafts,Fine and Applied Arts,31,7,24,27,4
4285,2002,Crafts,Fine and Applied Arts,29,7,22,27,2
4467,2003,Crafts,Fine and Applied Arts,32,9,23,30,2
4649,2004,Crafts,Fine and Applied Arts,12,5,7,8,2
4820,2005,Crafts,Fine and Applied Arts,9,3,7,9,1
4993,2006,Crafts,Fine and Applied Arts,17,4,3,4,1
5169,2007,Crafts,Fine and Applied Arts,12,3,9,9,0
5349,2008,Crafts,Fine and Applied Arts,11,3,9,8,1
5536,2009,Crafts,Fine and Applied Arts,9,2,8,8,1
5733,2010,Crafts,Fine and Applied Arts,10,1,3,9,1
5935,2011,Crafts,Fine and Applied Arts,8,2,8,8,1
6142,2012,Crafts,Fine and Applied Arts,11,2,9,9,2
6349,2013,Crafts,Fine and Applied Arts,15,1,3,5,10
6558,2014,Crafts,Fine and Applied Arts,14,0,2,5,9
6766,2015,Crafts,Fine and Applied Arts,14,1,2,7,7
6972,2016,Crafts,Fine and Applied Arts,10,1,9,6,4
7180,2017,Crafts,Fine and Applied Arts,5,0,5,5,0
7393,2018,Crafts,Fine and Applied Arts,3,0,3,3,1
45,1980,Dance,Fine and Applied Arts,30,3,9,9,6
231,1981,Dance,Fine and Applied Arts,27,4,23,6,8
418,1982,Dance,Fine and Applied Arts,34,2,32,31,3
610,1983,Dance,Fine and Applied Arts,32,3,29,8,6
805,1984,Dance,Fine and Applied Arts,29,5,24,9,5
1003,1985,Dance,Fine and Applied Arts,39,6,33,5,5
1199,1986,Dance,Fine and Applied Arts,28,6,22,8,9
1394,1987,Dance,Fine and Applied Arts,34,3,32,8,9
1587,1988,Dance,Fine and Applied Arts,31,7,6,7,6
1781,1989,Dance,Fine and Applied Arts,31,6,4,4,6
1975,1990,Dance,Fine and Applied Arts,29,6,7,5,8
2169,1991,Dance,Fine and Applied Arts,29,2,6,22,7
2360,1992,Dance,Fine and Applied Arts,30,3,28,6,7
2549,1993,Dance,Fine and Applied Arts,35,4,32,7,10
2738,1994,Dance,Fine and Applied Arts,38,4,35,5,9
2932,1995,Dance,Fine and Applied Arts,43,3,40,35,8
